PlatformID,CountryID,Country,ResortID,ResortCode,Resort,ResortTranslation
34d42368-a0e5-4f76-a4f9-a8dec68e348d,75,England,8590,OBC9GW,Devizes,ديفايزيس
99a25c25-bf89-48a2-bd77-32d12e31de0c,75,England,8493,50LTVA,Devon,ديفون
3db522b9-c661-461e-8484-7e236f3116c7,268,State of Tasmania,11134,9XO2P4,Devonport,دافنبورت
c3061bf6-f044-4af0-b6e1-f8806c52bfd7,288,Turkey,2864,TO6E92,Devrek,دفرك
e75e65ae-6fae-4478-816d-a20a899c95c4,169,Missouri,9926,QTKV54,Dexter,داكستر 
6e533444-b2cf-4e02-b0fd-13b14688ab4f,50,China,1841,EOJC14,Dezhou,دتشو
2d828415-338e-4ae9-97aa-4ad9fe241d20,23,Bangladesh,1320,RR7M89,Dhaka,دكا
7605bbd3-7bac-46c9-a493-d40087482192,312,Yemen,4443,XA5RN7,Dhamar,ذمار
5092980a-005a-4fee-b920-19dd8d3044bf,182,Nepal,282,U1J0EA,Dhankuta,ذنكوتة
e8aa3e61-da0f-4a94-a0fe-594f87adab4a,312,Yemen,4442,548NDV,Dhi as Sufal,ذي سوفال
c69399a2-9a04-4780-99f8-7c559f249f56,13,Argentina,1222,NF0OCX,Diamante,ديامانتي 
9424e487-17f1-4422-81ea-53e092248d2d,35,Brazil,1495,TTTRY0,Diamantina,ديامانتينا
48fcd41a-d758-4b22-86fe-4978415ff561,40,Burkina Faso,1349,AUBJ67,Diapaga,دياباغا
#N/A,5,Albania,7459,JZ7B6W,Diber County,مقاطعة ديبر
ef707a19-1923-496d-bae8-1f27eddb2373,114,India,4015,E754S5,Dibrugarh,ديبروجاره
547d1072-3bd2-42ba-935a-492abbd0d26a,199,North Dakota,6410,FG123O,Dickinson,ديكنسون
d6142052-5a89-4726-b0c1-478c40a7e369,281,Tennessee,10524,N0VEA2,Dickson,ديكسون
c77ad607-c6c4-4673-9c91-ec73c53fba14,303,Vietnam,4390,ASQBQ4,Dien Bien Phu,دين بين فو
19639c47-febf-47b4-b096-4a9430074f7a,85,France,8741,I1YCPP,Dieppe,دييب
8cc61e0e-6b15-4254-8748-adb893657edc,26,Belgium,8300,AB9XSC,Diest,ديست
25af886a-e9b0-4586-98c9-77a1c083281c,194,Niger,6106,AMOMPG,Diffa,ديفا
ff4db8c3-4707-4bc9-bc91-6e4a0e54a70b,85,France,3491,XZVARM,Digne-les-Bains,دينيو ليه با
e804188b-1e29-4e6e-a104-0488cdf540fb,119,Iraq,4046,L3VR85,Dihok,دهوك
a97ca7c9-ca6a-4bab-a7cc-ef4ecd8ef892,85,France,3490,EU5ZET,Dijon,ديجون 
05a5b265-cd87-4347-82c3-c201f7c78b67,195,Nigeria,177,OZKD2J,Dikwa,ديكوا
26c93b9a-07c8-4db2-8c78-d9b71e10079f,71,East Timor,2531,4DYIIX,Dili,ديلي
111ef880-f37b-4f13-b938-350eac8f8490,124,Ivory Coast,1700,4Z2N1G,Dimbokro,ديمبوكرو
43a10f8e-720d-4489-9ad1-bf6fe3de8032,288,Turkey,2716,QJMB82,Dinar,دينار
6331429c-ceaa-42db-83f2-4487864d521d,85,France,8732,FXFV84,Dinard,دينارد
#N/A,120,Ireland,8114,YUA2A0,Dingle Peninsula,شبه جزيرة دينغل
c382e451-3ad2-4cae-a48a-038f6fe89ff0,269,State of Victoria,10453,EWYHY3,Dinner Plain,دينر بلاين  
22272bef-5899-45fa-a19a-de693cc50fea,232,Russia,962,D0JBQ3,Dinskaya,دينسكايا 
#N/A,96,Greece,8110,YO59EU,Dion,ديون
ee77c860-729d-4161-a8cf-75add35e7dbf,182,Nepal,284,9CL01I,Dipayal,دبايل
37bfde7a-9677-47c3-b719-c805776f1838,79,Ethiopia,3405,5VYA7O,Dire Dawa,ديرة داوا
#N/A,276,Switzerland,7022,AFZ257,Disentis Sedrun,ديسنتيس سيدرون
baecc468-c1a6-4d48-97e4-c7eaf1b2cf90,85,France,6659,2MW8Z4,Disneyland(r) Paris,ديزني لاند (باريس)
7a59dc06-d945-446b-b08c-f83d01d9a466,96,Greece,9051,DSR6DS,Distomo-Arachova-Antikyra,ديستومو-ارشوفا-أنتيكيرا
#N/A,93,Germany,6730,49RPP3,Dithmarschen,ديثمارشن
bd49d8d8-03eb-4260-9abb-37e84bd97d00,20,Azerbaijan,1294,25ZGQX,Divichibazar,ديفيشيبازار
ab0fd7c3-9c34-4baf-83ef-5877486f9b95,124,Ivory Coast,1699,XRFKP3,Divo,ديفو
d247283a-667a-4124-b7e8-0d58ccd28493,113,Illinois,5078,6BZICS,Dixon,ديكسون
3b2e524d-6fe2-45d6-b661-1f61ff1996c3,288,Turkey,2715,8GCWX7,Diyadin,دييادين
0bc6ec03-accf-4c13-894a-94256fe6a81b,288,Turkey,2714,EYDAWV,Diyarbakir,ديار بكر
#N/A,44,Cameroon,7537,LUX4IT,Dja-et-Lobo,دجا-إي-لوبو
23c45142-9b13-4b9e-9aaf-c010b977092a,7,Algeria,3228,H53HQE,Djelfa,الجلفة‎
#N/A,287,Tunisia,7080,BQ7SPE,Djerba,جربة
087a4a3d-03a8-471f-9400-134c7f13f910,40,Burkina Faso,1348,EB5Z7M,Djibo,جيبو
e5485677-63d0-4bf0-bf77-9ba850755502,68,Djibouti,2089,QXTO3G,Djibouti,جيبوتي
93b6c0e3-f720-46cb-a80d-c135f69c1183,28,Benin,1405,04UBZK,Djougou,ديوغو
d1c0c2d8-2a31-4280-afb8-30e0e0f3c7cd,294,Ukraine,3111,XZ5FBZ,Dnipro, دنيبرو
4382c8a5-735c-40a8-af78-1f2e2dcabf81,294,Ukraine,3112,EFM54A,Dniprodzerzhyns'k,دنيبرودزيرهينك
a5913880-1110-41dc-94c0-bc44e98df78d,48,Chad,2308,31Q8F3,Doba,دوبا
39eb5de6-05d3-4eb2-af51-948c880f9ce7,33,Bosnia and Herzegovina,1308,C7397N,Doboj,دوبوي
da7c9e64-9e12-45e5-8fd2-2b95003df3e0,39,Bulgaria,1363,T43H09,Dobrich,دوبريتش
1738dcc6-e6ad-4c74-8f6f-97bdafadaf86,294,Ukraine,3110,BTMH34,Dobropillya,"
دوبروبيليا"
45756e14-10da-4198-960a-5a211134f4b2,25,Belarus,1606,7RTNS9,Dobrush,دوبرش
b216e814-30ef-46f9-98bd-a4ec913ef254,96,Greece,9057,T4HVNH,Dodecanese Islands,جزر دوديكانيس
b90b551a-209b-4785-be28-ff31abfc591a,129,Kansas,4522,N8EXSN,Dodge City,مدينة دودج 
501cbeb3-159f-478f-8710-20940b03ae1c,280,Tanzania,2949,SLVZSC,Dodoma,دودوما
#N/A,231,Romania,7346,HDD6WB,Doftana Valley,وادي دوفتانا
3c52aebf-ed1a-4d5f-94b6-0e0a38485cdc,28,Benin,1404,B1VYZU,Dogbo,دوغبا
6f6ecdc1-0b23-4447-ad2e-25f487147cfe,194,Niger,6105,5SBU62,Dogondoutchi,دوغوندوتشي
20493be9-f254-4f24-9c50-4716b292ced4,288,Turkey,2713,YILB85,Dogubayazit,دوجوبايازيت
9d5118b5-96c4-4542-b010-c8b3629190c6,226,Qatar,719,BDHC2N,Doha,الدوحة
29bab45f-f2fb-43e7-ad0a-100492333b1d,283,Thailand,2358,HGNDVE,Dok Kham Tai,دوك خام تاي
650135e4-426c-4d32-91cb-83cc18214e4e,228,Republic of the Congo,1657,FQM49Z,Dolisie,دوليسي
75898ca0-e5e6-4754-8f77-f1c3b885f39b,253,Slovakia,2182,Q3STLY,Dolny Kubin,دولني كوبين
80a630d8-2aca-48e3-bf4a-f8904fcadedb,13,Argentina,1151,G206JR,Dolores,دولوريس
b316e7c4-9b7e-49c6-a264-056bd1ab4898,294,Ukraine,3109,SG63FY,Dolyna,"دولينا 
"
c9158aa2-9042-493a-a2f1-fe4cd987b566,195,Nigeria,176,E03JBJ,Doma,دومة
#N/A,85,France,6820,69Z8RX,Domaine du Mont Blanc,دومين دو مونت بلانك
#N/A,85,France,7150,DI3QQM,Domaine Serre Chevalier,دومين سيري شيفالييه
eac353c8-0b19-4b51-9958-ed42200344c7,110,Hungary,3833,WVNSN4,Dombovar,دومبوفار 
0b5ae808-68bd-4c9c-b2e2-1a99df9e06ab,58,Costa Rica,10858,R93SD6,Dominical,دومينيكال
58f5f8de-1d9c-4b68-b992-943e9ed81147,116,Indonesia,3936,LOY32X,Dompu,دومبو 
7985bc29-770d-42cb-b100-eb997da14227,303,Vietnam,4387,OPRIAY,Don Luan,دون لوان
813ec20e-19c3-4fd5-8a74-0538c42be825,91,Georgia,8815,8Q6DDB,Donalsonville,دونالسونفيل
80110d5a-8b86-4f90-9d3d-30ff7292cc1e,75,England,4712,9L9I0R,Doncaster,دونكاستر
7610cf98-5cc6-4b5e-b1ef-83ab103a0060,294,Ukraine,3108,89SE1B,Donetsk,دونتسك 
cec2295d-95e6-45d0-aa3b-98854487bfba,303,Vietnam,4389,CX8YDG,Dong Ha,دونغ ها
467ec11b-395e-4c17-9eaa-f5f1cff62f40,50,China,1840,V9S4R4,Dongguan,دونغقوان
4b213dc0-7fb7-4d1b-b191-4ada383e679d,263,Spain,3339,Y5VAAR,Donostia / San Sebastian,سان سيباستيان
47f8099d-f753-47c8-891e-34cd759697d3,120,Ireland,10982,FODABK,Doonbeg,"دونبغ  
"
cfc10be2-b2d1-47ac-a681-0bf635c30411,84,Florida,11103,AZ289D,Doral,دورال
95aa6a3a-7d0c-4656-9618-3f513e619f55,75,England,4711,9J6XXG,Dorchester,دورتشستر
#N/A,85,France,8027,WX8H6Z,Dordogne River Valley,دوردوغن ريفر فالي
9c6714e4-bb9d-4df9-a40e-657df05d1ead,40,Burkina Faso,1347,D1OEFJ,Dori,دوري
ce1d7917-e1ea-4b47-ada4-10aab87452d9,93,Germany,8981,QIU5IB,Dormagen,دورماغن
4cef90c4-f0a9-41e4-b6a6-c478d61b74be,19,Austria,1256,1C2J61,Dornbirn,دورنبيرن
6d8f4dcb-2955-4e57-9d17-83e0caaa612e,231,Romania,793,QTL6QR,Dorohoi,دروهوي
8138cf4d-e292-42d4-8945-6fe709492f3d,93,Germany,8949,LRUR0T,Dortmund,دورتموند
4871a3aa-1e1b-42ec-9bd4-38d673e33466,288,Turkey,2712,WMPJS9,Dortyol,دورتيول
bad9ef74-30a8-4429-8d96-bdcadcfd12e6,194,Niger,6104,XY9LK0,Dosso,دوسو
f8f03ac0-d02f-4d27-875b-fc620b450871,2,Alabama,5032,2LKANR,Dothan,دوثان
84c9470f-1768-40fa-ab49-8e41c3f51110,85,France,8770,R2N5BV,Douai,دويه
94b9d937-d7e2-45f7-b4d3-acc6d05d64e4,44,Cameroon,1737,J2PUBR,Douala,دوالا
3a315052-de41-4770-aac7-ff1aa68bf283,85,France,8805,YPAVCT,Douarnenez,دوارنونيه
#N/A,191,New Zealand,7788,RRTVKS,Doubtless Bay,"داوتلس باي 
"
0baaecef-9265-4831-9dde-7dcb03fc2b27,121,Isle of Man,3982,NE6MVW,Douglas,دوغلاس
b3f746ff-1c15-4111-b32f-a94dd02333c4,75,England,8501,6HCZ8U,Douglas,دوغلاس
49d43d85-ef4b-4950-a0d3-8bea0f88ecad,311,Wyoming,10693,M3TMW0,Douglas,دوغلاس
0b6f706a-c96a-44fc-8e0b-c9f6a6e50e51,91,Georgia,4797,CZA5MZ,Douglasville,دوجلاسفيل
#N/A,176,Morocco,7043,ATQWOR,Doukkala-Abda (region),المنطقة دكالة عبدة
4036a4d2-e995-402b-92be-919cfbfa4149,278,Taiwan,2917,WF5TXA,Douliu,دوليو
423bfd30-2b70-47bc-9e82-bcb53ffbe6ba,277,Syria,2266,LKZT10,Douma,دوما
#N/A,223,Portugal,6593,1ADFT0,Douro International Natural Park,حديقة دورو الدولية الطبيعية
#N/A,223,Portugal,7201,EHIUWT,Douro Litoral,دورو ليتورال
#N/A,223,Portugal,7951,VEAI4G,Douro Valley,وادي دورو
#N/A,89,Gabon,6798,5UIZFE,Douya Onoye,دويا أونوي
2d771d29-03f3-4d26-910f-e5421636ca61,54,Colorado,8444,W3B4D9,Dove Creek,دوف كريك
beb79ca7-f444-49c6-8ae3-8cacb6adf5cd,64,Delaware,4753,MZVM60,Dover,دوفر
cc89df63-8a5d-4e38-afac-21ff37f007d5,187,New Hampshire,6205,QO50PR,Dover,دوفر
4e96c954-a5ab-4b2d-b327-9c330f0b87ff,75,England,8559,JI3J0A,Dover,دوفر
#N/A,205,Norway,6695,3I55B5,Dovrefjell,دوفرفييل
2404ef1c-bfab-4063-94b5-c47cb9eef2ec,118,Iran,5213,4GGLEE,Dowlatabad,دولة أباد
f8fe4078-a342-4fc6-90b5-194707fb33a5,183,Netherlands,244,U0XKU5,Drachten,دراشتن
9ec33011-ddc7-4842-8fc9-d5972a5012cd,231,Romania,792,0S1CNZ,Dragasani,درغاساني
c0619d77-1241-4740-a2c3-ffabb20f947f,134,Kosovo,4428,2D5B8B,Dragash,دراغاش
99985a73-19ba-4c74-9aba-b57b5bfaea3e,96,Greece,3626,YOD0HF,Drama,دراما 
f47bf24d-77ad-4738-9bcd-1446b25793fa,205,Norway,275,QYOOQN,Drammen,درامن
eb54a3ea-565b-4628-ada3-6b9cab9317c2,6,Alberta,8220,N2MC6T,Drayton Valley,وادي درايتون
98e6bf85-0387-430b-bed5-7f34770b07f9,183,Netherlands,9961,H9DJBO,Drenthe,درينثي
3a75771d-ca4d-427a-a399-19b0f5c334f4,93,Germany,2064,NXD4TO,Dresden,درسدن
250f6659-4050-44bc-8dc4-a1a503932b6d,85,France,8781,U7IUE2,Dreux,درويكس
0600d5d1-4761-4d8b-8b60-fa7bd17b63b5,231,Romania,791,1YJ3YC,Drobeta-Turnu Severin,دروبيتا تورنو سيفيرين
910f4451-9091-47fe-b826-34d883fb176c,170,Moldova,5686,GJIWPF,Drochia,دروجيا
4efddcf8-07eb-4f25-a1ec-60c7b9fdd4ba,120,Ireland,9206,KKTSF5,Drogheda,دروغيدا
511014bd-fa71-4b85-84cf-6394b35da0e3,294,Ukraine,3107,6ZM8M7,Drohobych,دروبيتش
e875ee46-e9f1-43c9-923c-fa15dc5ff93e,85,France,8734,H2CJJT,Drome,دروم
2854ad56-1322-4bc0-8c2c-dc8c9905f18c,144,Lithuania,5619,W1D6TE,Druskininkai,دروسكينينكاي
65a0a88e-c8fc-41a9-9873-233832a7e0d6,210,Ontario,10173,D0ECJR,Dryden,درايدن
c80a249e-22ea-4746-8ddf-76ba55ccbc23,295,United Arab Emirates,5,EJR5R1,Dubai,دبي
#N/A,295,United Arab Emirates,7048,AYOHY8,Dubai Desert,صحراء دبي 
#N/A,93,Germany,7621,NWC4FW,Duben Heath,دوبن هيث
6719afef-69f0-4ed0-b74e-a4731a0bc098,120,Ireland,3972,04OSI9,Dublin,دبلن
dda14307-e68e-4e06-bb5c-079d39ca61f3,91,Georgia,4798,5EWQF2,Dublin,دبلن
a6c831a9-38bd-416e-8eff-619b228f79f2,207,Ohio,10135,K73B3G,Dublin,دبلن
#N/A,120,Ireland,7090,C01SK8,Dublin (region),منطقة دبلن
#N/A,120,Ireland,7068,BFK22Q,Dublin City West,دبلن سيتي ويست
871b4cfb-eac4-4dc1-aeba-ab5b107f70fe,294,Ukraine,3106,7AFUCJ,Dubno,"دبنو 
"
09ca5f9e-6b3a-40a4-b983-8e39d0540988,59,Croatia,3753,XKCMBP,Dubrovnik,دوبروفنيك
#N/A,59,Croatia,6764,52YSLO,Dubrovnik Islands,جزر دوبروفنيك
31c23018-a636-4916-8f05-c423f1a61015,117,Iowa,5054,AJTXT0,Dubuque,دوبوك
68848a57-50ec-45c8-b8f4-dc0d78350029,303,Vietnam,4386,DXCIC5,Duc Trong,دوك ترونغ
5da1167d-4c9e-4352-80c5-6efed5d1b9ab,117,Iowa,9182,K0ZX5S,Duchesne,دوتشيسن
#N/A,93,Germany,6541,07L3CM,Duchy of Lauenburg,دوقية لوينبورغ
e3ca36ed-e91d-4b27-b7d1-d8218fdf76d2,75,England,4710,J327YT,Dudley,دادلي
4a27c69b-4038-4f62-bf2e-696218c9ab21,124,Ivory Coast,1698,VHVG78,Duekoue,دوكو
718d90fc-a002-48f5-9180-e7f85ab12b9b,195,Nigeria,175,30QLRE,Dukku,دكو
60706aac-4341-4612-9562-d48d34e06c5a,167,Minnesota,5154,HVX6RF,Duluth,دولوث
6c2fdc7a-41da-4488-9055-db4f0a93f050,282,Texas,5010,FGKGKA,Dumas,دوماس
ad19c129-bb10-4282-8806-c15e025ee677,246,Scotland,4610,2ALB71,Dumbarton,دمبارتون
fd8d451b-7886-4386-8dce-854bea27a293,246,Scotland,4609,4R69HG,Dumfries,دومفريس
ac33ec8f-2103-4cb9-b422-9f0d61e448e2,110,Hungary,3832,5ZOJW6,Dunakeszi,دوناکسی
15bf46dc-38ad-4816-b8b6-3b22571ae597,208,Oklahoma,4909,4W81ZD,Duncan,دنكان
57b52d6e-7ced-446e-887c-7dfc23ba0108,36,British Columbia,8325,L3CREB,Duncan,دنكان
3f887fb8-dbfc-42c4-80a7-32924e9f931f,210,Ontario,10179,GEPDPY,Dunchurch,دنشرش
0e4c6538-d119-4e6d-aded-9515e797fbc7,120,Ireland,3971,GLZLQ6,Dundalk,دوندالك
562d5f39-308d-4615-bb45-42496e1a44bc,257,South Africa,4483,D5Q152,Dundee,دندي
a8a35874-c26c-49dd-b1e6-9efe89638514,246,Scotland,4608,A3JTAC,Dundee,دندي
ca21ee88-eaec-49d5-86f1-18b0cc330937,191,New Zealand,294,ZVFXYH,Dunedin,دنيدن
f25b6404-7470-4540-9821-4ee8d70c28de,152,Malaysia,9751,FPME7A,Dungun,دونجون
cba950f6-032d-41be-a28b-d65e161b878e,269,State of Victoria,10451,A8MT36,Dunkeld,دانكيلد
76e7dcef-bb1a-4106-b4fa-684d0b3bf8c2,85,France,8685,4ZFT3B,Dunkerque,دنكركيو
44e8147e-f8ac-4b58-aaf5-7d08663740b3,85,France,8701,8PSJJI,Dunquerque,دونكيوركيو
5fc82f9a-11c8-42ab-a02e-e56a1f8e3066,35,Brazil,1552,ZEVNRM,Duque de Caxias,دوك دي كاكسياس
2e05ebb2-4fd5-4caf-a15a-988c42102a36,164,Mexico,9836,LHYENQ,Durango,دورانجو
58b30a2f-40a4-4f9b-9d6c-282d25f00c56,54,Colorado,6354,LE2ILA,Durango,دورانجو
9e1c9602-4bb6-4cb4-9fe3-7b29389cc3d0,208,Oklahoma,4910,1ZGEDI,Durant,ديورانت
5c1ec84c-7272-491f-8089-09e6b58f2c99,296,Uruguay,4216,DO9E98,Durazno,دورازنو
b09c41a5-0f54-4de0-b324-eb6eae82ed3a,257,South Africa,4482,9VELRP,Durban,دوربان
b4335dbe-9da2-4330-903a-2b8a544020e0,75,England,4709,S9VIKY,Durham,دورهام
4a0989a8-b28a-4bcc-a8e5-3d6c68256b6b,198,North Carolina,4879,7UCNYC,Durham,دورهام
7c58b930-664c-44d6-892a-1140f870e8d2,5,Albania,66,88WHP8,Durres,دوريس
ac2edbc7-162f-4182-b13d-da157760034f,288,Turkey,2711,KFFFPC,Dursunbey,دورسونبي
b7b0d97d-6e0e-42a8-b5bb-78e6884c8826,279,Tajikistan,2522,B9OT6R,Dushanbe,دوشانبي
13c6b5b0-a2b6-41bd-9657-6fa8170cee35,93,Germany,2063,F23VOM,Dusseldorf,دوسلدورف
#N/A,183,Netherlands,7245,FBH51G,Dutch Heritage Sites,"مواقع التراث الهولندي
"
f5bd74fe-d0ef-4f3d-81f5-8e1e891b50dd,195,Nigeria,174,M7FV6Z,Dutse,دوتسي
92036dbf-dd0c-47ef-ac12-7608bc942685,288,Turkey,2863,KPSN82,Duzce,دوزجي
8b4dc6ca-c1e4-46a8-aab8-ee799183395f,281,Tennessee,4939,WUNH49,Dyersburg,ديرسبورغ
#N/A,257,South Africa,7910,UG8N2T,Dzanani,دزاناني
33c9bbce-a612-4dfc-aa0f-61680a131e43,163,Mayotte,4454,NVTEWS,Dzaoudzi,دزودزي
31addaa1-d611-4427-8656-3ef63a0e30c1,20,Azerbaijan,1268,FI3X64,Dzhalilabad,ديزيليلاباد
0507477e-cbb6-4704-b30e-0b29ebe86869,294,Ukraine,3105,CAA11H,Dzhankoy,دجانكوي
1b75c8ef-d5c1-421b-b1a7-c123701d896b,210,Ontario,10171,9OCGNG,Eagle Lake,ايغل لايك (بحيرة النسر) 
#N/A,63,Czechia,7759,R6KWHU,Eagle Mountains,جبال ايغل  (النسر)
fd4a986f-07ed-4578-b124-e886fda727c7,282,Texas,5011,BID385,Eagle Pass,"ايغل باس 
"
a78b5db0-2043-4b4a-af65-89526e85230d,169,Missouri,10778,8BDUX5,Earth City,ايرث سيتي 
15cf22c8-c9f7-4374-8904-8ddfd8f84f61,265,State of New South Wales,10373,L3D8MM,East Ballina,شرق بالينا
#N/A,183,Netherlands,7039,AS53TE,East Brabant,شرق برابانت 
#N/A,26,Belgium,7960,VHN0RJ,East Cantons,شرق كانتون 
324e80f7-582e-4ec9-9758-ce634ca6f0a3,164,Mexico,9848,SBAEMX,East Cape,شرق كيب
#N/A,19,Austria,7491,KOLUDE,East Carinthia,شرق كارينثيا
#N/A,70,Dominican Republic,7684,PF6NLT,East Coast,الساحل الشرقي
#N/A,120,Ireland,7326,GZDWC9,East Coast and Midlands,الساحل الشرقي وميدلاندز
#N/A,114,India,6844,6PA6EH,East Coast Road,طريق الساحل الشرقي
#N/A,280,Tanzania,6607,1MHH28,East Coast Zanzibar,الساحل الشرقي زنجبار
#N/A,111,Iceland,7612,NN0IHC,East Fjords,شرق فجوردز
#N/A,93,Germany,7561,MCW1M6,East Frisia,شرق فريزيا
#N/A,93,Germany,7338,H6EZCY,East Frisian Islands,جزر فريسيان الشرقية
#N/A,79,Ethiopia,6872,7CONBC,East Gojam,شرق غوجام
#N/A,94,Ghana,7595,N7OVF2,East Gonja,شرق غونجا
#N/A,66,Denmark,7470,K72TSQ,East Jutland,شرق جوتلاند
2f254f66-45f2-407f-9c0f-2b62de52ea78,206,Nova Scotia,10123,K6PBR4,East Kemptville,شرق كيمبتفيل
17293aba-28bc-4b68-9e93-2ae7be7dde86,257,South Africa,4481,16SGIL,East London,شرق لندن
aea5d73f-f2d0-4157-89a2-75cfe76a061c,85,France,8722,E2ZRFK,East Pyrenees,شرق بيرينيس
#N/A,79,Ethiopia,7465,K37589,East Shewa,شرق شيوا
#N/A,19,Austria,6831,6F87NP,East Styria (area),شرق ستيريا 
#N/A,19,Austria,7200,EGS0BE,East Tyrol,شرق التايرول
#N/A,79,Ethiopia,8065,XOULZ4,East Wellega,شرق ويليغا
dbdce1cd-ae18-43e7-9afd-ef72c87001b7,75,England,8604,RELAED,Eastbourne,إيستبورن
#N/A,49,Chile,7256,FG2OS4,Easter Island,جزيرة أيستر
#N/A,288,Turkey,7344,HD8HVV,Eastern Anatolia,منطقة الأناضول الشرقية
#N/A,257,South Africa,6575,0WGKVH,Eastern Cape,كيب الشرقية
#N/A,123,Italy,7138,D7DZ20,Eastern Dolomites (area),منطقة دولوميتس الشرقية 
#N/A,164,Mexico,7142,D9P9KS,Eastern Jalisco,ولاية خاليسكو الشرقية 
#N/A,288,Turkey,7674,P6468S,Eastern Mediterranean Coast,ساحل البحر الأبيض المتوسط
#N/A,215,Panama,6904,7Y1LIJ,Eastern Panama,شرق بنما
#N/A,123,Italy,7720,Q9E3DR,Eastern Rome (area),منطقة شرق روما 
160ed8c1-daa5-45ea-a5de-f0033891d33b,220,Philippines,7515,L87P8H,Eastern Samar,سامار الشرقية
#N/A,253,Slovakia,6908,7Z9UQ4,Eastern Slovakia,شرق سلوفاكيا
#N/A,191,New Zealand,7565,ME53BV,Eastland,إيستلاند
67b95680-ef2c-4c47-bd19-260b9c6e0a89,282,Texas,10546,F600T2,Eastland,إيستلاند
49d38f29-0073-46e2-b4fc-941380df5657,159,Maryland,4834,82XMLS,Easton,ايستون
0d18f46f-432d-4da3-9fd3-b85d9d888d00,218,Pennsylvania,6491,NAVAS1,Easton,ايستون
3370e6de-eb3d-4ec2-8b4a-095c7be48036,310,Wisconsin,6293,VG92MX,Eau Claire,إيو كلير
5d2aea62-4709-4279-a9ca-6fcb2e6d584d,305,Wales,4587,IFRLTZ,Ebbw Vale,إبو فيل
dda374db-702a-454c-9ac8-18b1ae9b3abb,76,Equatorial Guinea,3589,6RELB1,Ebebiyin,إببين  
123254e2-0fca-4be0-97b0-fa6f01db651a,126,Japan,9604,T8VYWY,Ebetsu,إبيتسو
62fe4a50-33e0-4cfc-a697-006e8e499f1c,44,Cameroon,1736,W9AJNH,Ebolowa,إيبولوا
6b200fd4-2842-4013-839a-4b0c6c59a556,269,State of Victoria,10445,1CL8X0,Echuca,إتشوكا
#N/A,72,Ecuador,6935,8I24BB,Ecuadorian Amazon,الأمازون الإكوادورية
a62defd1-47d3-4476-acf3-76b1513a25ec,271,Sudan,1046,8HZPG1,Ed Damer,الدامير
1f01ef2f-6517-498e-9436-46fe42c3c404,96,Greece,3625,Q6JJ1E,Edessa,اديسا 
f6fb8319-8fda-4963-8dc1-056f3ac0ad87,159,Maryland,9771,PESY3M,Edgewood,إدجوود
132b3f9c-feca-45cd-86b2-f6f1e1254eb2,282,Texas,4970,744TOW,Edinburg,أدنبرة
1e95edf3-69fd-4bd4-be1b-e949e8ff34de,246,Scotland,4607,VIVRGD,Edinburgh,ادنبره
927ccc19-f8b1-4e2c-8b2d-4ba6bf5c0f59,115,Indiana,9166,LQBABQ,Edinburgh,ادنبره
8591c39a-787d-403c-b15e-0e8685025ea3,170,Moldova,5677,ZWHTF3,Edinet,إيدينت
a11b3c45-e8f4-4947-b220-0510f58443c1,288,Turkey,2862,B7F2JC,Edirne,أدرنة
e1b31b5b-9331-4b06-8f9d-b68d066d7d44,6,Alberta,4536,TXQSSX,Edmonton,ادمونتون
78bc57f1-e8f1-4618-86b9-16e7d8d5a963,185,New Brunswick/Nouveau-Brunswick,9990,773DAF,Edmunston,ادمندستن
70803f4c-d51f-4cef-9af5-4391ecbaf2b4,288,Turkey,2710,Z7L0WQ,Edremit,ادرميت
83ad0006-3c32-4cac-9215-9cef0c42fcde,6,Alberta,8219,M40DY8,Edson,ادسون
d9467137-2930-42c9-b27c-4231a747936d,113,Illinois,5068,1BSK32,Edwardsville,إدواردسفيل
#N/A,299,Vanuatu,6653,2JNOXF,Efate,إيفات
5098e138-2bc7-4861-b46b-326a4c529143,195,Nigeria,173,96XIRF,Efon-Alaaye,افون-الآي
f62cb0da-8f5e-491e-8af8-b1e176aee7ed,110,Hungary,3788,I7XQD5,Eger,ايجر 
#N/A,110,Hungary,7606,NHU3KU,Eger Hill (area),منطقة إيغر هيل 
6c21ffee-82e2-4f12-bea0-7b493001ab3d,263,Spain,3363,BV1E9N,Egues,ايجس 
466b9de9-e156-4132-93b1-bca6d5d4b14a,126,Japan,9645,XCGNLD,Ehime,ايمى
#N/A,93,Germany,7547,M0HGHV,Eichsfeld,ايشفيلد
#N/A,93,Germany,7441,JNL3AQ,Eiderstedt Peninsula,جزيرة إيديرستدت
#N/A,93,Germany,7273,FOWVEB,Eifel,إيفل
4296e71a-16ea-47e2-85c6-a503cc2deb0a,183,Netherlands,10840,SBXC88,Eindhoven,أيندهوفن
2f2d7aa6-0ec2-4f5f-accd-794a18d018e3,276,Switzerland,10503,JFN69D,Einsiedeln,اينزيدلن
e16e8b38-7613-442b-8f4d-c3bf5e4cab1b,301,Venezuela,4307,E2O2QE,Ejido,أجيدو 
8d920f51-b8b4-473f-aedf-aae1bfafd897,195,Nigeria,172,XD3X9X,Ejigbo,اجيغبو
d1fd1e6d-0707-4b78-ab36-04c2b98f9761,195,Nigeria,171,GS12XU,Eket,إيكيت
